ftime(hr)    y01   DS02   LG02   HWFI   AVNI   VMXC   DV12   SLAT   SSTN   SHDC   DTL 
  60         3.0   -6.0   -7.0   22.0   -9.0   27.0    0.0   37.5   27.9   49.8  711.6
  60         6.8   -6.2   -6.2   16.8   -4.2   23.2    0.0   37.2   27.7   47.9  820.0
  60         6.8   -4.2   -1.2    6.8   -1.2   23.2    5.0   37.2   27.6   42.1  835.6
  60         9.2    2.2    2.2   -4.8    0.2   20.8    5.0   37.2   27.5   32.5  872.4
  60        10.5   -2.5    1.5    2.5   -1.5   19.5    0.0   36.4   27.5   28.3  980.4
  60        11.0    3.0   -3.0    3.0    0.0   19.0   -5.0   36.2   27.5   31.8 1047.0
  60         5.3   -1.8   -9.7    7.3    2.3   24.7   -5.0   35.8   27.5   32.7 1097.0
  60         5.5    7.5   -3.5    0.5   -4.5   44.5    0.0   18.5   27.5   14.3 1667.8
  60         2.0    6.0    1.0    1.0   -8.0   48.0    5.0   19.1   27.5   17.6 1704.2
  60        -0.2   -0.2   -5.2   18.8  -13.2   50.2    5.0   19.9   27.6   22.2 1739.6
  60        -1.8   -2.8   -4.8   16.2   -8.8   46.8    5.0   20.4   27.7   26.0 1751.0
  60         2.0   -1.0   -1.0    8.0   -6.0   43.0   10.0   20.6   27.1   30.1 1691.8
  60        13.8   -0.2    3.8    1.8   -5.2   41.2   15.0   20.6   27.1   34.6 1651.6
  60        14.0   -5.0    1.0    5.0   -1.0   41.0   10.0   20.6   27.3   33.3 1544.6
  60        19.8   -2.2   -2.2    1.8    2.8   35.2   -5.0   20.8   27.4   34.2 1532.2
  60        16.5   -0.5   -1.5    1.5    0.5   38.5    0.0   20.8   27.9   27.3 1444.6
  60        26.5   -0.5   -0.5    0.5    0.5   33.5    0.0   21.6   28.0   30.3 1389.4
  60        23.5   -3.5   -3.5   10.5   -3.5   36.5    0.0   22.2   28.0   29.0 1348.2
  60        26.0    0.0   -1.0    2.0   -1.0   34.0    0.0   23.0   28.2   27.9 1289.2
  60        16.8   -1.2   -5.2    5.8    0.8   43.2    0.0   23.5   28.7   23.2 1241.0
  60        16.8   -6.2  -12.2    9.8    8.8   48.2   -5.0   25.2   29.0   20.4 1270.4
  60        12.8   -0.2  -12.2   11.8    0.8   52.2   -5.0   26.4   29.2   17.5 1256.4
  60        -4.2   -6.2   -8.2   12.8    1.8   74.2   10.0   27.5   29.3   12.4 1309.8
  60        -2.8   -7.8   -6.8   12.2    2.2   77.8   10.0   27.9   29.3    8.9 1301.6
  60        -6.0   -5.0  -11.0   19.0   -3.0   81.0    0.0   28.7   29.2    6.1 1323.6
  60        -1.8    0.2   -0.8    3.2   -2.8   81.8    0.0   29.8   28.9    3.8 1302.6
  60         3.0    4.0    2.0    0.0   -6.0   82.0    0.0   30.9   28.5    2.8 1242.8
  60         4.2    8.2    8.2   -4.8  -11.8   85.8    5.0   31.7   28.3    4.8 1174.4
  60         0.8    4.8    5.8   -0.2  -10.2   89.2    0.0   32.6   28.2    6.8 1099.2
  60         1.5    5.5    5.5   -2.5   -8.5   88.5    0.0   33.6   28.1    9.9 1041.4
  60        -3.0    6.0    4.0   -2.0   -8.0   93.0    5.0   34.3   28.0   11.8  994.4
  60        -9.8    2.2    0.2    1.2   -3.8   94.8    5.0   35.2   28.0   15.5  969.2
  60       -11.2    2.8   -1.2    5.8   -7.2   96.2    5.0   36.7   27.8   23.6  894.0
  60        -9.0    3.0   -2.0    4.0   -5.0   94.0   10.0   38.0   27.8   29.2  846.0
  60       -12.0    5.0    6.0    8.0  -19.0   47.0    5.0   17.3   27.1   10.2 1493.6
  60       -20.5    9.5   10.5  -11.5   -8.5   55.5    5.0   17.8   26.9   12.3 1635.6
  60       -22.2    2.8    4.8   -1.2   -6.2   62.2    5.0   18.3   26.8    9.9 1743.0
  60       -24.5   -3.5   -4.5   10.5   -2.5   64.5    0.0   18.7   26.8    7.6 1866.0
  60       -25.2    0.8   -1.2    1.8   -1.2   60.2    0.0   19.3   26.7    7.7 1993.6
  60       -25.5   -3.5   -4.5   13.5   -5.5   60.5    0.0   20.1   26.5    7.5 2094.0
  60       -18.8   -4.8  -11.8   15.2    1.2   53.8   -5.0   20.6   26.4    8.6 2178.6
  60       -20.8   -8.8  -10.8   26.2   -6.8   55.8    0.0   21.5   26.3   11.7 2260.0
  60        -8.8    5.2    7.2  -17.8    5.2   43.8    5.0   21.6   26.3   11.9 2279.6
  60       -17.8   -0.8    0.2   -8.8    9.2   52.8    5.0   21.3   26.3   10.8 2251.8
  60       -27.0   -3.0   -5.0   -3.0   11.0   57.0    0.0   21.0   26.4    6.4 2167.8
  60       -19.8    1.2    2.2   -1.8   -1.8   49.8    0.0   21.2   26.4    7.4 2133.6
  60       -24.8    3.2   10.2   -9.8   -3.8   54.8   10.0   22.0   26.4   10.0 2142.2
  60       -29.8   -2.8    5.2    2.2   -4.8   59.8   10.0   22.5   26.6    8.9 2114.6
  60       -22.0   -5.0   -3.0   12.0   -4.0   52.0   -5.0   23.5   26.9   16.9 2184.6
  60       -16.0    1.0    5.0    0.0   -6.0   41.0   -5.0   24.4   27.2   20.1 2199.2
  60        -7.5    2.5    2.5    1.5   -6.5   32.5   -5.0   25.6   27.5   23.9 2201.0
  60        -7.0    3.0    2.0    1.0   -6.0   32.0   -5.0   26.1   27.6   26.6 2161.8
  60       -13.0    5.0    4.0    2.0  -11.0   38.0    0.0   26.4   27.7   24.9 2076.4
  60         2.0   -3.0  -11.0   14.0    0.0   58.0    5.0   28.7   29.5   10.5  130.4
  60        28.0    6.0   -4.0   16.0  -18.0   52.0    0.0   28.8   29.5   12.9  146.6
  60        14.0    3.0  -10.0   21.0  -14.0   66.0    0.0   28.7   29.5   16.2  163.4
  60        11.2    2.2   -1.8   21.2  -21.8   68.8    5.0   28.6   29.5   17.1  166.8
  60        12.2    2.2   -1.8   19.2  -19.8   62.8    5.0   28.8   29.5   17.4   88.6
  60         4.0   11.0    8.0    6.0  -25.0   66.0   10.0   29.4   29.5   18.2   40.2
  60        35.8    1.8    2.8   -3.2   -1.2   39.2   15.0   29.9   30.0   21.4  -12.2
  60        56.2   -0.8   -0.8    0.2    1.2   33.8    5.0   30.2   30.2   24.7  -23.2
  60        50.5    2.5    1.5   -1.5   -2.5   34.5    0.0   30.5   29.9   25.4  -35.8
  60        29.5    2.5    2.5   -1.5   -3.5   30.5    0.0   30.6   29.7   24.6  -45.8
  60         5.5    2.5    2.5   -2.5   -2.5   29.5    5.0   31.1   29.7   29.4  -60.6
  60        -2.5    0.5    0.5   -5.5    4.5   32.5   30.0   31.4   29.8   31.7  -90.2
  60       -13.7    5.3   -3.7    0.0   -1.7   68.7    5.0   14.1   28.0    4.5 1524.8
  60       -14.5    1.5   -8.5    3.5    3.5   69.5    0.0   14.6   28.1    4.7 1457.0
  60        -4.5    2.5  -11.5    4.5    4.5   69.5    0.0   14.7   28.2    4.2 1403.6
  60         7.2   -2.8  -12.8   11.2    4.2   72.8    0.0   15.0   28.3    5.2 1337.6
  60        15.2   -1.8  -13.8   10.2    5.2   69.8    0.0   15.2   28.4    7.2 1297.2
  60        14.8    0.8   -6.2    9.8   -4.2   70.2    5.0   15.8   28.6    7.8 1293.8
  60         9.5   -0.5   -2.5   19.5  -16.5   75.5    5.0   15.8   28.6    6.7 1204.0
  60         1.0    3.0    3.0    5.0  -11.0   84.0   10.0   16.3   28.6    7.0 1227.6
  60         8.2    3.2    5.2   11.2  -19.8   86.8   10.0   17.0   28.5    9.6 1225.4
  60        30.5   -4.5   -1.5   17.5  -11.5   84.5   10.0   17.9   28.7   11.4 1252.8
  60        38.0   -5.0   -2.0   20.0  -13.0   82.0   10.0   18.8   28.8   13.6 1282.0
  60        37.5   -8.5   -4.5   16.5   -3.5   77.5    5.0   19.5   28.9   13.1 1259.6
  60        26.8   -1.2    3.8   -0.2   -2.2   88.2   15.0   20.1   28.8   13.4 1266.2
  60        17.5   -4.5   -3.5    3.5    4.5   92.5   25.0   21.0   27.8   16.9 1245.6
  60        20.2    0.2   -0.8    0.2    0.2   94.8   15.0   22.0   28.3   14.3 1164.8
  60        21.2    0.2    1.2   -2.8    1.2   93.8    5.0   23.0   28.7   15.2 1101.8
  60        12.8    2.8    2.8   -5.2   -0.2   92.2   -5.0   23.5   28.9   12.9 1063.6
  60         7.0    6.0    6.0  -11.0   -1.0   98.0    0.0   24.3   29.3    7.9 1033.0
  60         6.8    7.8    8.8  -14.2   -2.2   98.2   10.0   25.3   29.3    9.6 1045.6
  60        -0.8    9.2    8.2  -15.8   -1.8  100.8   25.0   26.4   29.3    8.0 1074.8
  60        -8.5   12.5    6.5  -17.5   -1.5   98.5   25.0   27.2   29.0    7.5 1125.6
  60        -1.2   13.8    5.8  -20.2    0.8   91.2    0.0   28.1   28.3    7.1 1166.4
  60        -2.2   10.8    1.8  -13.2    0.8   92.2   -5.0   28.9   28.0    8.2 1214.6
  60        -4.5    5.5    4.5  -13.5    3.5   89.5   -5.0   30.1   27.8    9.7 1251.4
  60       -12.2    0.8    4.8   -5.2   -0.2   92.2    0.0   31.1   27.5   13.0 1269.6
  60       -15.5   -1.5    1.5    0.5   -0.5   95.5    5.0   32.5   27.1   19.3 1213.2
  60        -6.5   -0.5    0.5   -4.5    4.5   91.5  -10.0   33.9   27.0   27.2 1110.6
  60         1.0    0.0    1.0   -1.0    0.0   89.0  -10.0   35.2   27.1   37.5  967.4
  60         3.8    0.8   -3.2   -4.2    6.8   86.2    0.0   35.9   26.6   39.5  887.8
  60         1.0    4.0   -6.0   -5.0    7.0   79.0   -5.0   37.5   26.2   41.8  723.0
  60         3.2    2.2   -8.8   -4.8   11.2   66.8  -15.0   38.8   25.2   44.3  579.4
  60        13.5   -5.7   -2.5    0.0    2.5   21.5   10.0   21.6   25.8   51.1 1733.2
  60        11.7   -6.8   -6.3    6.7   -0.3   23.3   10.0   22.4   25.9   42.8 1975.8
  60         5.3   -9.5   -6.7    8.3   -1.7   24.7    5.0   22.4   25.9   35.2 2055.0
  60        -1.0  -10.2   -9.0    9.0    0.0   26.0    0.0   22.5   26.2   41.0 2106.4
  60        -3.2   20.8    2.8  -13.2  -10.2   53.2    0.0   25.3   30.2   11.5  411.8
  60        -1.8   15.2   -4.8   -3.8   -6.8   51.8    0.0   25.5   30.2   12.9  333.2
  60         6.8   10.8   -7.2   -3.2   -0.2   43.2    0.0   26.3   30.0   15.6  279.0
  60        -9.2    9.8   -4.2   -0.2   -5.2   54.2    5.0   26.3   30.0   12.7  272.4
  60       -12.5   12.5    9.5  -20.5   -1.5   57.5   20.0   27.0   30.0   13.2  234.6
  60        -7.5   15.5    9.5  -24.5   -0.5   47.5   15.0   27.4   29.9   13.4  170.8
  60         6.0   13.0    5.0  -18.0    0.0   39.0    0.0   27.9   29.7   15.3   98.8
  60        -3.2   11.8    7.8  -19.2   -0.2   38.2    0.0   27.8   29.7   15.7  102.6
  60         1.5   12.5    9.5  -10.5  -11.5   33.5    0.0   28.3   29.7   17.6   56.4
  60        -2.8    8.2    6.2   -9.8   -4.8   27.8    0.0   28.6   29.2   18.5   14.4
  60         2.8    0.8   -7.2   16.8  -10.2   42.2    0.0   21.7   29.9   22.8   14.4
  60         3.2    5.2   -1.8    3.2   -6.8   36.8    5.0   22.1   30.0   24.8   58.6
  60        -5.2   -1.2   -4.2    9.8   -4.2   35.2   10.0   21.8   30.1   24.1   42.6
  60        -4.8   -5.8    0.2    5.2    0.2   34.8   20.0   21.6   30.2   21.2   35.0
  60        11.5    6.5  -10.5   28.5  -24.5   73.5    0.0   22.0   30.3    4.8  147.8
  60         2.5    8.5   -6.5   -5.5    3.5   72.5    0.0   22.7   29.9    5.1  168.2
  60         5.0    8.0    4.0  -16.0    4.0   75.0    5.0   22.6   29.7    5.9  169.0
  60       -10.5   15.5   24.5  -26.5  -13.5   95.5   25.0   23.0   29.4    7.9  203.2
  60       -17.5   11.5    9.5    1.5  -22.5  107.5   25.0   22.9   29.3    9.9  176.8
  60        -9.0   11.0    8.0   -3.0  -16.0  109.0   25.0   23.3   29.2    8.1  228.6
  60         0.2   -4.8    7.2    8.2  -10.8  104.8   30.0   23.5   29.1    5.3  282.4
  60        -0.8  -16.8   -1.8   14.2    4.2  105.8   40.0   24.0   28.9    8.1  346.2
  60         3.2  -10.8   -2.8    9.2    4.2   96.8   15.0   25.1   28.6    8.4  381.6
  60         5.0   -9.0   -6.0    3.0   12.0   85.0  -20.0   26.1   28.1   15.2  344.6
  60        13.0   -1.0   -9.0    3.0    7.0   62.0  -20.0   28.3   26.4   23.0  154.8
  60        -0.8   -1.8   -6.8   -1.8   10.2   50.8  -20.0   29.4   25.8   26.6   42.6
  60        -4.2    1.8   -1.2   -4.2    3.8   39.2  -10.0   30.1   25.4   25.9  -29.8
  60        36.2   14.2    3.2  -10.8   -6.8   63.8    5.0   28.2   27.2    7.1 1343.6
  60        21.5   15.5    5.5  -14.5   -6.5   68.5   10.0   28.6   27.0    8.4 1322.4
  60        17.5   14.5    5.5  -13.5   -6.5   67.5    5.0   28.8   26.8    8.7 1317.0
  60        13.0   11.0    5.0  -10.0   -6.0   62.0    0.0   29.4   26.6    9.3 1371.6
  60        12.2   13.2   10.2   -8.8  -14.8   62.8    5.0   30.0   26.5   10.4 1419.2
  60         1.2   12.2    6.2   -5.8  -12.8   73.8   15.0   31.5   26.3   10.6 1389.6
  60        -0.8   12.2    4.2   -8.8   -7.8   75.8   20.0   32.5   26.2   13.6 1288.8
  60        -5.8    6.2   -0.8   -0.8   -4.8   80.8   20.0   33.0   25.8   14.1 1211.4
  60       -11.8    3.2   -3.8   -1.8    2.2   81.8   15.0   33.5   25.8   14.3 1167.0
  60       -24.2    0.8   -7.2    2.8    3.8   89.2   25.0   34.5   25.9   17.1 1059.8
  60       -20.8   -0.8   -7.8    1.2    7.2   90.8   15.0   35.0   25.9   17.5 1002.0
  60       -14.8   -1.8   -8.8   -0.8   11.2   84.8   -5.0   36.4   25.6   17.2  896.0
  60       -12.5   -0.5   -7.5    3.5    4.5   77.5  -20.0   37.5   25.4   15.7  821.8
  60        -8.8    1.2   -8.8   -0.8    8.2   73.8  -10.0   38.9   24.3   12.6  744.2
  60        -1.8    3.2   -7.8    1.2    3.2   66.8   -5.0   40.9   21.6    9.9  607.2
  60        -2.5    1.5   -8.5    2.5    4.5   62.5    0.0   42.5   19.3   11.2  575.0
  60         0.2   -2.8   -4.8    3.2    4.2   59.8    0.0   44.0   18.6   14.0  636.4
  60         7.5    2.5   -9.5   26.5  -19.5   52.5    5.0   21.7   28.5   10.0  100.6
  60         4.0    3.0    2.0   10.0  -15.0   51.0   10.0   21.3   29.0    8.1   72.0
  60         2.5    3.5    1.5   -6.5    1.5   57.5    5.0   22.1   28.7   10.1  113.4
  60         6.0    0.0    5.0   -6.0    1.0   69.0   10.0   23.1   28.3   11.8  177.2
  60        13.8    3.8    7.8  -14.2    2.8   66.2   15.0   24.6   27.8   14.2  227.6
  60        23.8   -1.2    2.8   -8.2    6.8   66.2   10.0   25.9   27.2   17.0  221.6
  60        20.8   -6.2    0.8    2.8    2.8   64.2   10.0   26.5   27.0   16.4  235.8
  60         8.8   -5.2    6.8   -3.2    1.8   51.2   15.0   27.4   26.5   16.5  191.2
  60         1.2   -3.8    1.2    3.2   -0.8   43.8    5.0   29.1   26.0   18.2   66.4
  60        45.2   14.2   13.2   14.2  -41.8   79.8   10.0   14.6   29.5   13.0  139.0
  60        54.0    2.0   -2.0   25.0  -25.0   66.0    5.0   14.6   29.5   16.3   73.8
  60        34.8    8.8    1.8    7.8  -18.2   60.2    0.0   14.2   29.5   15.5   55.2
  60        16.2  -14.8  -14.8   45.2  -15.8   53.8   15.0   14.1   29.7   18.8  -49.4
  60        14.7   -1.3   -2.3    0.0    3.7   35.3   20.0   14.0   29.8   13.4  -97.0
  60         6.0   -4.0   -4.0   15.0   -7.0   34.0   15.0   14.1   29.7   15.8 -127.2
  60        -2.0   -3.0   -3.0    1.0    5.0   32.0   25.0   14.1   29.7   12.8 -141.4
  60       -10.5   -6.5   -6.5   -0.5   13.5   35.5   45.0   14.2   29.6   10.3 -146.0
  60       -11.5   -8.5   -8.5    0.5   16.5   36.5   40.0   14.5   29.4    9.1 -139.4
  60        -3.5   -5.5   -6.5   -4.5   16.5   33.5   15.0   14.5   29.5    9.2 -140.8
  60        -1.2   -4.2   -4.2   -4.2   12.8   31.2   -5.0   14.5   29.6    8.3 -127.2
  60        -5.2   -8.2   -8.2   -2.2   18.8   35.2  -10.0   15.1   29.4    7.7  -68.6
  60        -4.2  -10.2    3.8   -2.2    8.8   34.2  -30.0   15.9   29.1   11.2    3.8
  60        -8.8   -5.8   -1.8   -0.8    8.2   38.8  -50.0   16.5   29.2    9.6   15.8
  60        -5.0   -1.0    0.0   -1.0    2.0   35.0  -45.0   17.0   29.1   14.0   54.6
  60        -7.8    0.2   -1.8    1.2    0.2   42.8  -30.0   17.5   29.2   10.6  138.8
  60         9.0   16.0    7.0  -17.0   -6.0   31.0  -20.0   18.3   29.3   16.5  196.0
  60         9.8   13.8    1.8    1.8  -17.2   40.2  -10.0   18.5   29.2   14.6  256.4
  60        11.7    3.7  -12.3    8.7  -13.8   43.3   -5.0   19.2   29.2   22.7  243.0
  60         5.7    4.7  -10.3    5.7    0.0   49.3    5.0   19.8   29.2   24.4  215.6
  60        -3.5   14.5   -7.5   -3.5   -3.5   53.5    5.0   20.9   29.2   27.3  126.4
  60        10.5    0.5  -12.5    6.5    5.5   44.5    0.0   21.9   29.1   30.4   65.6
  60         9.8    4.8  -13.2    4.8    3.8   45.2    0.0   22.6   28.8   35.4   49.0
  60        15.0    1.0  -12.0    9.0    2.0   40.0    0.0   22.3   29.1   32.7   33.6
  60         7.0    9.0   -9.0    3.0   -3.0   43.0    0.0   23.2   28.4   23.6   35.6
  60         5.0   10.0   -8.0    2.0   -4.0   40.0    0.0   23.8   28.2   18.8   75.6
  60         6.5    8.5   -7.5   -2.5    1.5   38.5    0.0   24.8   27.2   12.8   69.4
  60        -6.2    2.8   -0.2   -3.2    0.8   51.2   20.0   25.3   26.7   12.0   47.6
  60        -7.8    2.2    2.2   -1.8   -2.8   57.8   15.0   25.0   26.7   10.6   90.4
  60        -6.5   -0.5    0.5   -5.5    5.5   56.5    5.0   24.7   27.6   10.4  193.4
  60       -11.8   -0.8   -7.8    9.2   -0.8   66.8   -5.0   24.3   28.2   11.0  166.8
  60        -2.5   -2.5   -0.5   18.5  -15.5   62.5    0.0   24.7   28.3   12.5  242.4
  60         9.0    3.0    9.0   -8.0   -4.0   56.0    5.0   25.1   28.0   12.5  265.0
  60        -3.0   -7.0   -4.0   16.0   -5.0   63.0    0.0   25.3   27.9   14.0  261.6
  60        -3.8   -1.8   -4.8   -9.8   16.2   58.8   -5.0   25.6   27.5   14.7  306.6
  60         2.0   -2.0   -5.0    3.0    4.0   48.0  -10.0   25.7   27.2   17.2  338.2
  60        -3.8    1.2   -0.8   -0.8    0.2   43.8   -5.0   25.6   27.3   17.9  334.0
  60        -4.5    2.5    1.5   -0.5   -3.5   39.5    0.0   25.9   27.5   18.6  310.6
  60        -0.2    1.8    4.8   -2.2   -4.2   40.2    5.0   25.9   27.6   18.5  293.2
  60         7.8   -1.2    4.8   -0.2   -3.2   32.2    5.0   26.2   27.2   20.1  266.8
  60        13.0    0.0   -7.0    6.0    1.0   42.0   10.0   30.2   23.8   41.6 1731.2
  60         3.8   -6.2   -5.2    3.8    7.8   46.2   15.0   30.7   23.3   40.9 1539.0
  60         1.8   -8.2   -5.2    4.8    8.8   48.2   15.0   31.7   22.6   34.4 1396.4
  60         0.8   -6.2   -5.2    2.8    8.8   49.2    0.0   31.6   22.7   29.7 1379.8
  60        -1.5   -5.5   -3.5    5.5    3.5   46.5    0.0   31.2   22.9   31.9 1329.2
  60        -2.5   -6.5   -1.5    1.5    6.5   42.5   -5.0   31.5   22.7   30.0 1221.8
  60        -5.2   -1.2    0.8    1.8   -1.2   40.2  -10.0   32.0   22.4   25.1 1134.4
  60        -7.2   -1.2    4.8   -6.2    2.8   42.2    0.0   32.3   22.3   24.2 1132.2
  60        -6.0   -4.0    5.0   -1.0    0.0   41.0    0.0   32.0   22.1   29.9 1038.2
  60        -0.8   -7.8    4.2    1.2    2.2   35.8    0.0   31.6   22.2   37.7  912.2
  60        -2.5   -9.5    4.5    1.5    3.5   32.5    0.0   31.5   22.1   47.5  834.0
  60        34.5    4.5    5.5    5.5  -15.5   85.5   10.0   14.1   29.3    4.9  344.8
  60        53.5    3.5   -0.5    9.5  -12.5   81.5    5.0   14.3   29.3    5.9  339.2
  60        51.5    5.5   -6.5    3.5   -2.5   78.5    0.0   14.4   29.1    7.3  301.4
  60        43.2   -8.8  -11.8   15.2    5.2   81.8    0.0   13.9   29.0    6.4  142.8
  60        20.5   -5.5    0.5   10.5   -5.5   89.5   10.0   13.9   29.0    7.4  106.2
  60         0.8    5.8    9.8  -10.2   -5.2   74.2   15.0   13.9   29.0    8.4   84.0
  60        -8.8    3.2    1.2    0.2   -4.8   63.8   20.0   14.2   28.9    9.7   30.4
  60       -11.5   -9.5  -11.5   21.5   -0.5   51.5   20.0   14.4   29.0   12.6  -76.8
  60        -4.0   -5.0   -6.0    6.0    5.0   39.0   15.0   14.1   29.1    9.9 -130.8
  60       -12.8   -6.8   -7.8   10.2    4.2   37.8   10.0   14.1   29.0    7.5 -149.8
  72         3.5    6.5    0.5  -10.5    3.5   26.5    5.0   19.5   28.3   12.4   34.6
  72       -18.2    3.8   -0.2   -0.2   -3.2   53.2    5.0   17.7   26.4   10.7 1534.4
  72       -10.2    6.8    5.8   -9.2   -3.2   40.2    5.0   37.5   26.9   25.9  608.6
  72         3.2   16.2    8.2   -1.8  -22.8   76.8    5.0   16.8   26.9    5.6 1286.2
  72        -0.2   19.8    9.8  -18.2  -11.2   80.2   10.0   17.7   26.6    6.4 1313.0
  72        -3.8   23.2    3.2  -15.8  -10.8   78.8   10.0   19.1   26.0    7.8 1326.6
  72        -5.3   16.7   -5.3  -11.3    0.0   80.3   10.0   20.2   25.6   15.0 1374.8
  72        -4.0   13.0   -6.0    1.0   -8.0   74.0   10.0   21.3   25.3   18.0 1342.4
  72       -10.8    9.2   -5.8    2.2   -5.8   70.8   10.0   22.0   25.2   20.8 1328.2
  72       -12.0    9.0   -3.0   -5.0   -1.0   67.0    5.0   22.3   25.3   17.7 1396.0
  72       -22.5    4.5   -8.5    0.5    3.5   67.5    5.0   22.5   25.3   18.9 1439.4
  72        -9.8   -8.8   -0.8   -8.8   18.2   44.8   10.0   24.4   25.9   29.9 1884.2
  72        -1.5  -15.5   -0.5   -2.5   18.5   36.5    0.0   25.2   25.9   39.6 1996.6
  72        -9.5  -17.5   -4.5    9.5   12.5   44.5    0.0   26.4   25.9   37.4 2101.8
  72       -11.5  -20.5   -4.5   10.5   14.5   46.5    0.0   27.4   26.2   35.6 2195.4
  72       -16.0  -19.0   -5.0    5.0   19.0   51.0    0.0   28.1   26.6   22.5 2256.6
  72       -11.0  -11.0   -3.0   -1.0   15.0   46.0  -10.0   29.3   26.8   19.9 2208.8
  72       -12.8  -10.8   -5.8    1.2   15.2   52.8  -10.0   29.7   27.0   14.4 2168.0
  72        -6.5   -9.5  -11.5    9.5   11.5   46.5  -15.0   29.9   27.2   13.4 2122.2
